Date,Time,Name,Open,High,Low,Close,Volume
2024-10-26,09:30:57,AAPL,535.78,539.29,532.83,535.79,4139
2024-10-26,09:31:00,AAPL,530.08,532.76,527.38,528.54,2936
2024-10-26,09:31:03,AAPL,524.18,525.84,523.25,524.58,5961
2024-10-26,09:31:04,AAPL,522.1,523.82,519.47,522.26,5541
2024-10-26,09:31:06,AAPL,599.0,599.51,596.57,598.61,1097
2024-10-26,09:31:07,AAPL,549.81,553.72,547.68,548.22,4799
2024-10-26,09:31:08,AAPL,537.04,539.18,532.85,533.95,6939
2024-10-26,09:31:09,AAPL,565.44,566.7,564.68,565.82,9189
2024-10-26,09:31:11,AAPL,530.71,532.82,530.1,532.46,7968
2024-10-26,09:31:12,AAPL,510.53,512.31,507.52,507.74,3678
2024-10-26,09:31:14,AAPL,532.97,534.9,531.33,534.1,7749
2024-10-26,09:31:14,AAPL,508.48,512.03,504.57,505.24,2806
2024-10-26,09:31:17,AAPL,525.09,527.63,521.44,521.98,1738
2024-10-26,09:31:18,AAPL,523.98,527.94,523.35,523.53,1534
2024-10-26,09:31:21,AAPL,561.24,565.83,559.05,560.36,6452
2024-10-26,09:31:24,AAPL,588.87,589.48,585.76,589.13,5110
2024-10-26,09:31:26,AAPL,543.35,547.65,540.27,546.61,2669
2024-10-26,09:31:27,AAPL,532.99,535.3,531.29,533.68,3590
2024-10-26,09:31:28,AAPL,564.29,569.04,563.15,568.59,5168
2024-10-26,09:31:32,AAPL,571.91,576.82,569.01,570.28,9927
2024-10-26,09:31:32,AAPL,514.19,517.64,513.32,517.08,3498
2024-10-26,09:31:34,AAPL,566.24,566.77,564.69,565.66,2365
2024-10-26,09:31:34,AAPL,525.61,529.55,523.02,526.57,1361
2024-10-26,09:31:38,AAPL,560.55,561.49,556.08,556.34,6350
2024-10-26,09:31:39,AAPL,501.9,506.47,499.49,501.96,4385
2024-10-26,09:31:40,AAPL,520.08,523.35,516.76,519.82,9459
2024-10-26,09:31:43,AAPL,586.71,588.84,582.36,583.15,6823
2024-10-26,09:31:46,AAPL,584.66,588.25,580.16,583.36,7850
2024-10-26,09:31:48,AAPL,517.43,519.36,516.45,517.58,3286
2024-10-26,09:31:49,AAPL,517.52,521.83,516.45,518.53,3352
2024-10-26,09:31:51,AAPL,593.37,596.03,589.84,594.35,6670
2024-10-26,09:31:54,AAPL,584.05,587.3,581.94,586.57,4480
2024-10-26,09:31:56,AAPL,563.21,567.77,562.3,562.33,4833
2024-10-26,09:31:57,AAPL,521.83,525.38,518.7,523.24,8093
2024-10-26,09:32:00,AAPL,583.58,588.07,578.8,582.18,3666
2024-10-26,09:32:03,AAPL,527.51,530.33,524.89,528.01,5984
2024-10-26,09:32:04,AAPL,560.65,565.02,558.86,561.36,3317
2024-10-26,09:32:06,AAPL,528.71,532.84,526.72,530.53,8789
2024-10-26,09:32:07,AAPL,541.02,545.68,539.35,541.66,6134
2024-10-26,09:32:07,AAPL,516.7,520.66,514.87,519.31,4296
2024-10-26,09:32:08,AAPL,566.48,570.84,562.36,569.01,8602
2024-10-26,09:32:09,AAPL,559.87,564.48,556.84,562.08,7846
2024-10-26,09:32:09,AAPL,587.4,589.94,586.48,587.82,4609
2024-10-26,09:32:09,AAPL,593.55,595.93,592.11,593.87,1170
2024-10-26,09:32:12,AAPL,589.52,594.32,588.31,593.9,4117
2024-10-26,09:32:15,AAPL,502.41,504.84,499.22,499.97,1493
2024-10-26,09:32:18,AAPL,518.28,522.5,516.61,520.61,1188
2024-10-26,09:32:19,AAPL,565.69,568.0,562.35,563.97,5330
2024-10-26,09:32:19,AAPL,504.01,505.9,501.68,502.58,3557
2024-10-26,09:32:20,AAPL,511.01,513.25,507.96,508.66,9548
2024-10-26,09:32:22,AAPL,590.51,594.17,587.48,593.56,6503
2024-10-26,09:32:23,AAPL,501.22,505.01,496.32,504.62,6138
2024-10-26,09:32:26,AAPL,597.74,600.48,593.11,594.72,1065
2024-10-26,09:32:28,AAPL,573.48,574.41,569.79,571.53,4460
2024-10-26,09:32:30,AAPL,523.16,527.0,521.24,526.64,9702
2024-10-26,09:32:32,AAPL,581.66,583.93,579.79,580.97,3876
2024-10-26,09:32:33,AAPL,526.57,528.24,521.77,525.11,3919
2024-10-26,09:32:35,AAPL,588.46,592.76,583.51,586.56,4628
2024-10-26,09:32:38,AAPL,561.87,563.35,559.54,561.42,2690
2024-10-26,09:32:41,AAPL,514.68,516.33,513.72,515.6,8036
2024-10-26,09:32:44,AAPL,594.75,596.27,591.62,595.08,9661
2024-10-26,09:32:48,AAPL,583.75,586.59,581.81,583.43,1121
2024-10-26,09:32:50,AAPL,523.59,525.82,520.37,522.51,9951
2024-10-26,09:32:52,AAPL,586.21,589.26,582.72,583.45,1398
2024-10-26,09:32:55,AAPL,547.02,551.43,542.32,542.49,3493
2024-10-26,09:32:55,AAPL,516.23,518.19,512.78,514.08,4406
2024-10-26,09:32:59,AAPL,533.52,537.03,532.82,536.21,8961
2024-10-26,09:33:00,AAPL,534.08,536.92,529.69,530.95,5273
2024-10-26,09:33:04,AAPL,513.76,514.68,510.33,511.7,2946
2024-10-26,09:33:07,AAPL,516.44,519.04,511.73,511.93,4808
2024-10-26,09:33:10,AAPL,514.74,516.5,511.88,515.74,2814
2024-10-26,09:33:13,AAPL,589.81,594.65,587.62,589.7,4151
2024-10-26,09:33:13,AAPL,504.41,507.78,503.55,504.08,5349
2024-10-26,09:33:14,AAPL,505.33,510.03,500.45,503.16,6243
2024-10-26,09:33:17,AAPL,553.6,555.69,551.5,554.92,4442
2024-10-26,09:33:19,AAPL,596.54,598.62,593.59,598.26,7296
2024-10-26,09:33:20,AAPL,563.89,564.57,561.13,563.99,9244
2024-10-26,09:33:21,AAPL,504.29,505.86,501.88,505.48,2271
2024-10-26,09:33:23,AAPL,532.52,533.21,529.5,530.45,2301
2024-10-26,09:33:26,AAPL,569.12,573.06,567.21,570.81,5495
2024-10-26,09:33:28,AAPL,582.11,585.46,577.28,579.63,8544
2024-10-26,09:33:31,AAPL,576.37,578.91,571.51,575.33,5210
2024-10-26,09:33:31,AAPL,559.52,561.14,554.76,557.78,3745
2024-10-26,09:33:35,AAPL,504.66,505.62,502.8,504.33,6217
2024-10-26,09:33:35,AAPL,504.82,509.05,503.15,508.73,2596
2024-10-26,09:33:36,AAPL,539.22,540.1,535.48,539.95,5638
2024-10-26,09:33:40,AAPL,516.93,518.17,515.88,517.89,4873
2024-10-26,09:33:41,AAPL,519.29,521.85,514.91,518.43,8465
2024-10-26,09:33:43,AAPL,518.76,523.29,515.63,517.56,8719
2024-10-26,09:33:45,AAPL,593.32,594.41,590.73,593.95,2359
2024-10-26,09:33:47,AAPL,574.72,578.63,570.36,575.3,2474
2024-10-26,09:33:47,AAPL,560.54,562.52,556.61,557.4,7834
2024-10-26,09:33:49,AAPL,570.35,570.9,567.14,567.73,9915
2024-10-26,09:33:49,AAPL,594.25,595.6,592.63,594.51,6453
2024-10-26,09:33:51,AAPL,505.42,508.54,504.55,504.63,9008
2024-10-26,09:33:51,AAPL,518.61,521.78,513.83,520.58,9710
2024-10-26,09:33:52,AAPL,544.45,546.21,543.34,545.17,1117
2024-10-26,09:33:54,AAPL,558.49,560.9,557.6,558.66,8817
2024-10-26,09:33:55,AAPL,584.78,589.1,582.84,587.6,6379
2024-10-26,09:33:58,AAPL,568.11,571.89,566.02,571.62,7667
2024-10-26,09:33:58,AAPL,591.81,594.95,586.86,592.59,3428
2024-10-26,09:34:00,AAPL,575.51,576.91,573.8,574.88,5662
2024-10-26,09:34:02,AAPL,567.97,570.37,566.24,566.54,3957
2024-10-26,09:34:04,AAPL,510.9,511.53,508.11,510.46,7709
2024-10-26,09:34:05,AAPL,559.32,560.37,556.96,559.18,1569
2024-10-26,09:34:08,AAPL,536.95,539.15,534.53,537.16,4118
2024-10-26,09:34:09,AAPL,593.34,597.14,589.61,590.22,3455
2024-10-26,09:34:11,AAPL,573.19,575.49,570.36,572.56,6695
2024-10-26,09:34:13,AAPL,554.62,557.75,549.72,552.91,5967
2024-10-26,09:34:14,AAPL,593.31,596.47,591.61,595.14,2423
2024-10-26,09:34:14,AAPL,513.23,517.59,510.34,511.9,3694
2024-10-26,09:34:16,AAPL,546.33,550.65,541.92,545.37,8314
2024-10-26,09:34:20,AAPL,569.55,572.05,564.88,565.02,5878
2024-10-26,09:34:24,AAPL,507.55,508.67,502.87,507.69,2589
2024-10-26,09:34:27,AAPL,565.51,566.4,561.0,565.72,9471
2024-10-26,09:34:27,AAPL,577.76,578.76,576.4,576.89,1622
2024-10-26,09:34:28,AAPL,552.77,556.99,550.16,555.11,1618
2024-10-26,09:34:30,AAPL,522.94,527.72,519.41,520.27,8464
2024-10-26,09:34:33,AAPL,567.67,570.2,562.8,565.92,9148
2024-10-26,09:34:35,AAPL,521.14,523.45,516.84,522.53,1479
2024-10-26,09:34:39,AAPL,576.98,578.7,575.11,578.06,5280
2024-10-26,09:34:40,AAPL,568.74,572.23,566.83,570.71,7470
2024-10-26,09:34:44,AAPL,510.14,514.46,507.87,508.13,2308
2024-10-26,09:34:46,AAPL,532.66,534.5,530.68,533.25,8456
2024-10-26,09:34:50,AAPL,589.38,593.92,586.53,588.79,1248
2024-10-26,09:34:54,AAPL,532.16,536.13,527.73,528.26,9038
2024-10-26,09:34:55,AAPL,562.84,565.67,562.32,562.41,2176
2024-10-26,09:34:56,AAPL,564.16,567.95,562.56,563.08,2338
2024-10-26,09:34:59,AAPL,546.72,549.66,545.3,546.4,7705
2024-10-26,09:35:02,AAPL,504.3,508.28,500.4,503.22,5799
2024-10-26,09:35:03,AAPL,572.54,575.52,568.57,575.49,5888
2024-10-26,09:35:04,AAPL,563.66,565.81,561.31,564.46,5123
2024-10-26,09:35:07,AAPL,501.74,502.58,499.22,501.5,3390
2024-10-26,09:35:11,AAPL,518.82,520.18,517.69,519.84,7635
2024-10-26,09:35:14,AAPL,562.66,565.92,561.04,562.86,4503
2024-10-26,09:35:14,AAPL,538.72,542.8,535.77,535.95,9990
2024-10-26,09:35:17,AAPL,502.23,502.9,500.44,500.68,1872
2024-10-26,09:35:18,AAPL,590.69,592.38,587.19,589.31,4596
2024-10-26,09:35:19,AAPL,537.23,538.11,533.74,534.74,6293
2024-10-26,09:35:20,AAPL,581.1,584.1,579.27,583.27,7460
2024-10-26,09:35:21,AAPL,520.5,522.0,518.37,520.39,7866
2024-10-26,09:35:24,AAPL,555.5,559.09,551.67,557.75,9744
2024-10-26,09:35:25,AAPL,563.23,567.81,559.77,560.99,2172
2024-10-26,09:35:27,AAPL,532.01,536.05,530.4,532.46,5819
2024-10-26,09:35:30,AAPL,546.33,548.19,543.59,546.56,8548
2024-10-26,09:35:34,AAPL,580.71,583.03,576.1,578.3,3847
2024-10-26,09:35:34,AAPL,508.16,510.3,504.5,509.05,1353
2024-10-26,09:35:36,AAPL,546.59,548.95,544.97,548.35,5922
2024-10-26,09:35:39,AAPL,569.87,570.82,568.16,569.05,2509
2024-10-26,09:35:41,AAPL,535.61,537.31,533.28,534.41,3860
2024-10-26,09:35:41,AAPL,592.76,595.98,591.83,593.69,9895
2024-10-26,09:35:41,AAPL,568.54,572.57,567.92,567.94,1951
2024-10-26,09:35:42,AAPL,544.1,548.92,539.68,539.88,4461
2024-10-26,09:35:43,AAPL,514.72,517.72,513.65,514.07,3282
2024-10-26,09:35:44,AAPL,597.46,601.84,596.28,600.75,8461
2024-10-26,09:35:44,AAPL,584.44,587.33,582.4,586.79,3284
2024-10-26,09:35:48,AAPL,510.27,511.8,505.39,510.4,6686
2024-10-26,09:35:50,AAPL,506.47,509.57,503.01,509.52,6484
2024-10-26,09:35:53,AAPL,534.45,538.29,533.81,535.01,6432
2024-10-26,09:35:55,AAPL,532.35,536.04,527.99,533.17,7316
2024-10-26,09:35:55,AAPL,537.25,541.74,533.52,541.03,2994
2024-10-26,09:35:55,AAPL,506.8,509.03,502.95,505.94,9401
2024-10-26,09:35:55,AAPL,509.08,510.06,506.25,508.36,1976
2024-10-26,09:35:57,AAPL,515.0,516.02,513.73,514.82,4028
2024-10-26,09:35:58,AAPL,544.88,546.39,541.23,544.11,3280
2024-10-26,09:36:01,AAPL,583.29,588.2,581.43,584.32,4823
2024-10-26,09:36:03,AAPL,521.99,523.37,521.26,522.27,2232
2024-10-26,09:36:05,AAPL,570.93,572.41,566.84,567.67,7185
2024-10-26,09:36:07,AAPL,597.62,600.54,593.48,598.96,5147
2024-10-26,09:36:08,AAPL,573.25,578.06,569.69,577.89,8086
2024-10-26,09:36:09,AAPL,534.17,535.1,531.55,534.41,1938
2024-10-26,09:36:11,AAPL,596.94,600.7,592.11,598.71,6052
2024-10-26,09:36:14,AAPL,563.54,568.14,559.47,562.19,7125
2024-10-26,09:36:14,AAPL,582.08,586.23,581.54,582.88,9326
2024-10-26,09:36:15,AAPL,599.16,599.82,598.2,599.23,1594
2024-10-26,09:36:16,AAPL,587.15,592.08,586.1,588.12,1473
2024-10-26,09:36:18,AAPL,592.55,594.09,591.74,591.94,6033
2024-10-26,09:36:22,AAPL,589.94,591.89,587.63,589.75,5822
2024-10-26,09:36:25,AAPL,513.51,517.44,510.16,516.67,2697
2024-10-26,09:36:28,AAPL,591.65,596.49,586.86,589.3,9091
2024-10-26,09:36:30,AAPL,532.97,537.77,530.76,532.51,8384
2024-10-26,09:36:33,AAPL,565.68,566.92,563.95,564.99,5386
2024-10-26,09:36:35,AAPL,587.95,592.37,585.51,589.91,4972
2024-10-26,09:36:37,AAPL,561.38,566.36,558.31,559.39,9850
2024-10-26,09:36:38,AAPL,522.71,527.44,520.18,524.19,9011
2024-10-26,09:36:40,AAPL,592.6,597.07,587.73,591.78,6837
2024-10-26,09:36:43,AAPL,545.3,549.23,540.4,547.56,9199
2024-10-26,09:36:47,AAPL,565.22,565.98,563.74,564.28,6285
2024-10-26,09:36:49,AAPL,567.41,570.75,565.06,569.77,1491
2024-10-26,09:36:51,AAPL,565.56,568.13,562.75,567.76,9574
2024-10-26,09:36:55,AAPL,596.76,599.55,593.97,594.67,9350
2024-10-26,09:36:58,AAPL,522.32,526.91,520.17,524.33,2890
2024-10-26,09:37:01,AAPL,587.39,591.72,586.55,589.89,8426
2024-10-26,09:37:04,AAPL,531.3,535.84,530.8,535.8,4824
2024-10-26,09:37:04,AAPL,568.37,572.95,564.09,571.7,1745
2024-10-26,09:37:07,AAPL,510.18,512.79,509.67,510.53,8158
2024-10-26,09:37:10,AAPL,511.17,514.27,509.15,514.05,5102
2024-10-26,09:37:11,AAPL,566.92,568.58,563.56,563.95,9946
2024-10-26,09:37:12,AAPL,591.11,595.57,586.42,590.08,7350
2024-10-26,09:37:16,AAPL,555.75,558.32,551.99,554.13,5895
2024-10-26,09:37:18,AAPL,555.67,556.92,554.29,555.58,9624
2024-10-26,09:37:22,AAPL,596.43,600.33,592.18,592.57,8622
2024-10-26,09:37:24,AAPL,559.39,560.19,558.01,558.89,3944
2024-10-26,09:37:25,AAPL,519.99,522.42,518.52,519.62,5359
2024-10-26,09:37:28,AAPL,599.0,602.86,597.37,602.39,8739
2024-10-26,09:37:29,AAPL,555.7,560.26,554.46,557.26,1571
2024-10-26,09:37:32,AAPL,501.4,502.85,499.66,502.83,8148
2024-10-26,09:37:33,AAPL,506.73,511.6,506.1,510.68,4678
2024-10-26,09:37:35,AAPL,513.44,516.35,510.17,514.27,9892
2024-10-26,09:37:36,AAPL,556.81,559.75,554.16,557.12,6312
2024-10-26,09:37:38,AAPL,548.47,549.61,545.42,546.75,2894
2024-10-26,09:37:40,AAPL,557.45,561.12,553.09,555.79,1535
2024-10-26,09:37:44,AAPL,592.61,594.43,590.18,590.42,9055
2024-10-26,09:37:47,AAPL,523.6,527.37,522.22,525.42,2952
2024-10-26,09:37:50,AAPL,539.69,544.52,537.1,543.52,6882
2024-10-26,09:37:53,AAPL,545.43,549.04,542.9,543.95,3709
2024-10-26,09:37:55,AAPL,522.51,523.27,520.36,521.55,7912
2024-10-26,09:37:57,AAPL,504.02,506.86,499.49,500.83,7870
2024-10-26,09:37:59,AAPL,504.82,509.73,500.3,508.44,6238
2024-10-26,09:37:59,AAPL,504.7,509.65,500.09,500.61,6236
2024-10-26,09:38:01,AAPL,590.16,592.89,586.57,592.69,7574
2024-10-26,09:38:04,AAPL,597.2,600.39,595.31,598.16,2854
2024-10-26,09:38:08,AAPL,569.3,571.73,564.68,565.46,3284
2024-10-26,09:38:08,AAPL,533.57,534.93,529.02,533.92,5550
2024-10-26,09:38:09,AAPL,513.08,515.91,512.39,513.59,4966
2024-10-26,09:38:09,AAPL,526.16,529.08,524.21,524.76,1192
2024-10-26,09:38:11,AAPL,523.02,524.48,520.63,523.65,9827
2024-10-26,09:38:14,AAPL,584.88,585.63,583.85,584.87,4606
2024-10-26,09:38:14,AAPL,592.72,593.82,590.7,592.36,1054
2024-10-26,09:38:18,AAPL,593.56,596.35,589.59,592.69,5698
2024-10-26,09:38:18,AAPL,525.83,526.78,525.08,525.17,1260
2024-10-26,09:38:19,AAPL,591.35,592.92,589.95,590.54,6963
2024-10-26,09:38:22,AAPL,531.43,535.23,527.85,529.66,4922
2024-10-26,09:38:26,AAPL,507.67,508.62,506.58,507.59,2858
2024-10-26,09:38:26,AAPL,537.16,539.5,535.73,538.07,9301
2024-10-26,09:38:27,AAPL,590.87,592.98,588.76,590.18,6272
2024-10-26,09:38:31,AAPL,515.01,519.2,513.9,515.47,4592
2024-10-26,09:38:31,AAPL,534.7,536.39,532.96,532.99,9278
2024-10-26,09:38:35,AAPL,562.04,566.98,560.21,560.58,1440
2024-10-26,09:38:35,AAPL,571.47,573.84,568.06,570.52,1350
2024-10-26,09:38:37,AAPL,551.12,555.51,548.79,553.87,7190
2024-10-26,09:38:40,AAPL,542.39,543.1,538.96,539.32,6661
2024-10-26,09:38:42,AAPL,571.84,576.01,568.97,574.85,2860
2024-10-26,09:38:43,AAPL,523.11,525.97,522.27,524.21,2902
2024-10-26,09:38:44,AAPL,540.8,544.47,536.98,544.32,3585
2024-10-26,09:38:46,AAPL,535.82,538.39,535.18,536.21,5022
2024-10-26,09:38:49,AAPL,523.27,527.21,520.94,522.74,8195
2024-10-26,09:38:50,AAPL,542.16,546.28,537.69,544.05,5645
2024-10-26,09:38:51,AAPL,543.89,548.79,539.53,546.31,5428
2024-10-26,09:38:52,AAPL,562.86,566.35,562.34,564.37,3389
2024-10-26,09:38:53,AAPL,542.95,546.72,538.8,541.36,3812
2024-10-26,09:38:54,AAPL,594.94,596.95,590.14,594.54,6435
2024-10-26,09:38:57,AAPL,537.26,539.54,534.14,537.0,5816
2024-10-26,09:38:58,AAPL,511.4,512.37,510.77,510.92,3976
2024-10-26,09:38:59,AAPL,506.26,509.61,502.66,507.14,3369
2024-10-26,09:39:00,AAPL,546.12,547.95,542.68,546.71,6620
2024-10-26,09:39:02,AAPL,584.12,585.46,581.52,584.72,6847
2024-10-26,09:39:03,AAPL,555.86,559.6,553.04,558.42,7291
2024-10-26,09:39:04,AAPL,574.4,579.29,572.16,577.02,1463
2024-10-26,09:39:08,AAPL,565.65,568.09,561.83,567.03,2998
2024-10-26,09:39:11,AAPL,573.58,578.06,570.32,577.23,9341
2024-10-26,09:39:15,AAPL,528.4,532.57,526.81,528.12,7354
2024-10-26,09:39:17,AAPL,519.32,523.57,514.43,520.81,8013
2024-10-26,09:39:20,AAPL,532.05,534.4,527.61,529.91,1443
2024-10-26,09:39:20,AAPL,574.92,576.93,572.47,572.9,3221
2024-10-26,09:39:22,AAPL,544.3,546.97,540.28,546.91,6294
2024-10-26,09:39:22,AAPL,536.88,539.65,535.5,535.96,1780
2024-10-26,09:39:25,AAPL,534.91,539.48,530.88,532.68,5861
2024-10-26,09:39:29,AAPL,559.16,562.28,558.51,559.15,6204
2024-10-26,09:39:30,AAPL,502.14,503.85,500.64,502.22,9559
2024-10-26,09:39:34,AAPL,548.72,550.43,544.67,547.19,7186
2024-10-26,09:39:34,AAPL,579.9,582.78,577.95,580.23,5242
2024-10-26,09:39:37,AAPL,549.16,553.73,546.91,550.68,3956
2024-10-26,09:39:41,AAPL,557.84,558.48,555.79,556.37,7201
2024-10-26,09:39:41,AAPL,514.08,518.55,512.4,514.86,7891
2024-10-26,09:39:43,AAPL,576.92,581.3,574.82,581.29,1905
2024-10-26,09:39:45,AAPL,536.73,541.21,534.43,536.86,2173
2024-10-26,09:39:48,AAPL,573.21,575.06,570.02,573.53,1375
2024-10-26,09:39:49,AAPL,539.08,542.49,535.97,539.1,1652
2024-10-26,09:39:52,AAPL,586.98,589.86,583.35,587.49,9255
2024-10-26,09:39:52,AAPL,500.23,504.35,495.59,500.62,1700
2024-10-26,09:39:56,AAPL,595.34,597.93,590.45,590.91,7338
2024-10-26,09:39:58,AAPL,543.11,545.13,539.9,543.19,9472
2024-10-26,09:39:58,AAPL,580.44,585.23,579.61,584.57,5966
2024-10-26,09:40:01,AAPL,513.92,517.63,512.69,517.62,5683
2024-10-26,09:40:04,AAPL,535.42,537.54,534.17,537.06,9054
2024-10-26,09:40:05,AAPL,512.58,516.23,508.18,510.25,8023
2024-10-26,09:40:07,AAPL,514.66,517.02,510.66,511.42,1807
2024-10-26,09:40:08,AAPL,585.25,590.07,581.78,581.87,9029
2024-10-26,09:40:10,AAPL,544.55,545.72,543.11,543.28,7410
2024-10-26,09:40:14,AAPL,587.16,590.24,583.79,587.06,6103
2024-10-26,09:40:15,AAPL,510.52,512.82,508.13,510.57,7610
2024-10-26,09:40:18,AAPL,579.91,584.9,576.0,577.39,3118
2024-10-26,09:40:21,AAPL,531.61,534.75,528.45,532.55,5124
2024-10-26,09:40:23,AAPL,514.36,519.23,511.82,513.93,3392
2024-10-26,09:40:24,AAPL,541.42,544.83,540.51,540.54,8988
2024-10-26,09:40:25,AAPL,583.96,588.11,579.49,584.21,2792
2024-10-26,09:40:27,AAPL,544.77,548.77,541.68,547.61,2594
2024-10-26,09:40:27,AAPL,555.14,555.78,550.15,555.15,9052
2024-10-26,09:40:29,AAPL,549.7,552.16,544.73,545.01,2629
2024-10-26,09:40:30,AAPL,599.49,604.05,598.41,600.78,3716
2024-10-26,09:40:31,AAPL,533.31,535.6,529.09,529.18,3329
2024-10-26,09:40:31,AAPL,549.62,553.14,548.17,548.8,2212
2024-10-26,09:40:34,AAPL,595.27,596.24,590.43,594.6,4894
2024-10-26,09:40:35,AAPL,564.27,568.08,562.25,567.29,7796
2024-10-26,09:40:39,AAPL,577.84,582.36,576.77,580.16,2553
2024-10-26,09:40:41,AAPL,564.02,567.08,560.28,560.48,1689
2024-10-26,09:40:43,AAPL,569.3,573.31,568.32,572.36,7437
2024-10-26,09:40:43,AAPL,568.79,570.41,564.07,569.77,9689
2024-10-26,09:40:46,AAPL,540.46,543.34,539.75,542.8,3122
2024-10-26,09:40:49,AAPL,551.36,553.8,550.72,550.81,8838
2024-10-26,09:40:49,AAPL,550.37,554.08,546.27,548.69,9244
2024-10-26,09:40:53,AAPL,566.26,567.37,563.67,563.85,4266
2024-10-26,09:40:55,AAPL,569.28,572.0,568.22,571.57,1056
2024-10-26,09:40:56,AAPL,507.55,509.52,505.11,507.98,9511
2024-10-26,09:40:57,AAPL,563.08,566.85,561.4,562.07,5486
2024-10-26,09:41:00,AAPL,597.59,600.63,596.89,599.52,1183
2024-10-26,09:41:04,AAPL,594.49,595.14,593.53,594.77,2400
2024-10-26,09:41:05,AAPL,547.09,549.96,545.95,546.41,1194
2024-10-26,09:41:09,AAPL,533.51,536.01,530.55,531.97,3399
2024-10-26,09:41:10,AAPL,522.34,522.9,521.68,521.72,4934
2024-10-26,09:41:13,AAPL,555.73,557.36,551.26,551.8,3235
2024-10-26,09:41:15,AAPL,520.53,523.4,516.04,523.08,6655
2024-10-26,09:41:17,AAPL,531.75,533.66,530.21,532.7,1676
2024-10-26,09:41:17,AAPL,570.38,571.15,565.73,568.68,1642
2024-10-26,09:41:18,AAPL,556.31,559.74,553.27,556.79,9520
2024-10-26,09:41:22,AAPL,522.21,523.73,517.23,521.42,6067
2024-10-26,09:41:24,AAPL,501.58,502.68,500.58,502.55,1741
2024-10-26,09:41:25,AAPL,570.01,571.6,567.73,570.41,4616
2024-10-26,09:41:25,AAPL,551.32,552.68,548.63,549.93,7010
2024-10-26,09:41:26,AAPL,581.88,583.72,580.1,582.2,4308
2024-10-26,09:41:29,AAPL,549.99,553.01,548.71,549.73,3112
2024-10-26,09:41:31,AAPL,595.77,599.82,594.26,596.89,4774
2024-10-26,09:41:35,AAPL,593.23,595.96,588.58,590.83,7065
2024-10-26,09:41:36,AAPL,548.3,552.39,543.59,549.49,8435
2024-10-26,09:41:37,AAPL,523.74,527.69,518.91,519.12,9370
2024-10-26,09:41:39,AAPL,594.1,596.24,591.1,592.56,8486
2024-10-26,09:41:39,AAPL,520.33,524.6,518.62,524.05,3090
2024-10-26,09:41:41,AAPL,503.86,504.43,502.54,504.22,1003
2024-10-26,09:41:42,AAPL,530.9,534.44,529.66,534.17,3469
2024-10-26,09:41:45,AAPL,576.33,581.27,573.77,580.51,2734
2024-10-26,09:41:47,AAPL,561.12,562.06,559.83,560.24,4218
2024-10-26,09:41:51,AAPL,568.61,570.79,565.23,567.24,9641
2024-10-26,09:41:53,AAPL,597.42,601.03,592.78,599.68,2114
2024-10-26,09:41:56,AAPL,573.3,574.84,571.17,572.78,3141
2024-10-26,09:41:58,AAPL,584.31,585.1,583.52,584.57,1352
2024-10-26,09:42:02,AAPL,571.13,573.31,567.17,567.51,7514
2024-10-26,09:42:04,AAPL,539.28,543.44,535.33,537.38,5334
2024-10-26,09:42:07,AAPL,549.53,552.93,545.28,550.91,7803
2024-10-26,09:42:10,AAPL,538.76,542.53,537.32,537.7,2855
